,Tokens
201,"['turned', 'hours', 'advance', 'terminal', 'london', 'heathrow', 'already', 'carnage', 's', 'people', 'trying', 'check', 'desks', 'manned', 'long', 'queues', 'security', 'due', 'lines', 'open', 'people', 'stressed', 'pushing', 'shouting', 'flight', 'delayed', 'hours', 'according', 'pilot', 'delay', 'due', 'suitcases', 'needing', 'loaded', 'missed', 'connecting', 'flight', 'doha', 'hours', 'wait', 'til', 'next', 'one', 'received', 'voucher', 'approx', '£', 'whole', 'day', 'arrived', 'day', 'later', 'suitcase', 'didn', '’', 't', 'arrive', 'filed', 'claim', 'desk', 'days', 'update', 'information', 'offer', 'compensation', 'solution', 'offer', 'spoilt', 'holiday', 'many', 'personal', 'belongings', 'gone', 'xmas', 'gifts', 'missing', 'extensive', 'expenses', 'don', '’', 't', 'know', 'reimbursed', 'beware', 'ba', 'expect', 'low', 'level', 'zero', 'customer', 'service', 'old', 'planes', 'zero', 'help', 'anything', 'goes', 'wrong', 'missing', 'personally', 'avoid', 'ba', 'future', 'costs']"
202,"['verified', 'boarding', '–', 'gate', 'lgw', 'called', 'group', 'board', 'world', 'traveller', 'plus', 'group', 'called', 'anyone', 'groups', 'whereupon', 'everyone', 'else', 'surged', 'forward', 'numbered', 'boarding', 'groups', 'don', '’', 't', 'use', 'cabin', 'crew', 'treated', 'passengers', 'inconvenience', 'moved', 'plane', 'one', 'point', 'passenger', 'coming', 'toilet', 'crew', 'member', 'approached', 'crew', 'member', 'pushed', 'door', 'closed', 'pushing', 'back', 'toilet', 'went', 'past', 'without', 'even', 'word', 'acknowledgement', 'stood', 'aside', 'let', 'past', 'service', '–', 'final', 'row', 'six', 'wt', 'total', 'seats', 'lunch', 'meal', 'brought', 'last', 'people', 'served', 'unusual', 'back', 'row', 'seats', 'came', 'us', 'vegetarian', 'option', 'left', 'menu', 'options', 'cabin', 'steward', 'said', 'given', 'wt', 'meals', 'second', 'hot', 'meal', 'served', 'landed', 'server', 'got', 'us', 'last', 'vegetarian', 'option', 'left', 'asked', 'might', 'possible', 'commence', 'serving', 'second', 'meal', 'back', 'front', 'choice', 'least', 'one', 'meal', 'said', 'hadn', '’', 't', 'thought', 'food', '–', 'inedible', 'vegetarian', 'cannelloni', 'pasta', 'thick', 'uncooked', 'neither', 'us', 'could', 'eat', 'bread', 'roll', 'crispy', 'like', 'toast', 'bottom', 'half', 'soft', 'top', 'half', 'thing', 'could', 'eat', 'baby', 'bel', 'meal', 'snacks', 'consisted', 'biscuit', 'pack', 'shortbread', 'pretty', 'basic', 'drinks', '–', 'ran', 'red', 'wine', 'hours', 'hour', 'flight', 'toilets', '–', 'toilet', 'accessible', 'directly', 'wt', 'section', 'walk', 'halfway', 'plane', 'economy', 'reach', 'shared', 'toilet', 'flew', 'virgin', 'atlantic', 'months', 'equivalent', 'premium', 'economy', 'much', 'better', 'organised', 'boarding', 'sparkling', 'wine', 'orange', 'boarding', 'water', 'orange', 'ba', 'food', 'options', 'available', 'even', 'last', 'row', 'seats', 'better', 'food', 'proper', 'glassescups', 'drinks', 'dedicated', 'toilet', 'access', 'help', 'snacks', 'helpful', 'service', 'cabin', 'crew', 'looking', 'fly', 'ba', 'virgin', 'future']"
203,"['missing', 'baggage', 'customer', 'service', 'worst', 'i', '’', 've', 'ever', 'experienced', 'arrived', 'back', 'phoenix', 'sunday', 'evening', 'air', 'tags', 'showed', 'bags', 'arrived', 'monday', 'took', 'three', 'days', 'finally', 'delivered', 'understood', 'due', 'delays', 'caused', 'freezing', 'fog', 'london', 'luggage', 'make', 'onto', 'final', 'flight', 'filled', 'required', 'form', 'phoenix', 'airport', 'attempted', 'fill', 'one', 'online', 'received', 'message', 'saying', 'bags', 'already', 'reported', 'missing', 'enter', 'tracking', 'code', 'sent', 'via', 'email', 'email', 'received', 'made', 'phone', 'calls', 'daily', 'told', 'message', 'sent', 'hear', 'back', 'within', 'hours', 'finally', 'email', 'tracking', 'number', 'received', 'tuesday', 'night', 'went', 'online', 'tracking', 'number', 'wednesday', 'requested', 'provide', 'information', 'given', 'form', 'airport', 'luggage', 'finally', 'delivered', 'thursday', 'afternoon']"
204,"['british', 'airways', 'flag', 'carrier', 'used', 'checkin', 'staff', 'club', 'europe', 'area', 'display', 'premium', 'service', 'provide', 'good', 'overall', 'service', 'galleries', 'south', 'lounge', 'busy', 'food', 'good', 'good', 'array', 'salads', 'pasta', 'bread', 'hot', 'food', 'available', 'festive', 'turkey', 'ham', 'pie', 'particularly', 'good', 'flight', 'delayed', 'lhr', 'busy', 'tuesday', 'evening', 'boarding', 'process', 'stressful', 'due', 'lack', 'queue', 'management', 'system', 'majority', 'passengers', 'congregating', 'around', 'gate', 'despite', 'ba', 'using', 'group', 'system', 'board', 'took', 'almost', 'hr', 'board', 'passengers', 'flight', 'good', 'good', 'club', 'meal', 'service', 'bar', 'service', 'good', 'seems', 'ba', 'done', 'away', 'champagne', 'onboard', 'also', 'lounge', 'menu', 'handed', 'prior', 'departure', 'good', 'food', 'offering', 'length', 'flight', 'food', 'good', 'beef', 'cheek', 'served', 'vegetables', 'chosen', 'ba', 'always', 'excelled', 'catering', 'changed', 'seat', 'standard', 'economy', 'seat', 'table', 'middle', 'seat', 'club', 'europe', 'standard', 'practice', 'ba', 'seat', 'comfortable', 'limited', 'leg', 'room', 'cabin', 'clean', 'presentable', 'tidy', 'issues', 'a', 'featured', 'wifi', 'contains', 'good', 'landing', 'page', 'flight', 'information', 'access', 'speedbird', 'cafe', 'menu', 'access', 'bacom', 'good', 'pricing', 'strategy', 'wither', 'messaging', 'streaming', 'also', 'overall', 'airline', 'still', 'good', 'world', 'player', 'clear', 'improvements', 'needed', 'ground', 'staff', 'cabin', 'manager', 'good', 'crew', 'club', 'display', 'expected', 'behaviours', 'business', 'class', 'kept', 'touching', 'face', 'making', 'eye', 'contact', 'passengers', 'seemed', 'uninterested', 'like', 'want']"
205,"['stupidly', 'tried', 'ba', 'five', 'year', 'gap', 'paid', '£', 'wife', 'go', 'barbados', 'thought', 'new', 'business', 'class', 'layout', 'might', 'rival', 'virgin', 'atlantic', 'route', 'six', 'months', 'ago', 'ba', 'announced', 'switching', 'planes', 'old', 'antique', 'pushmepullyou', 'layout', 'late', 'reorganise', 'holiday', 'logistics', 'sure', 'enough', 'suffered', 'appallingly', 'uncomfortable', 'flights', 'room', 'eight', 'seats', 'across', 'worn', 'fittings', 'inedible', 'food', 'surly', 'fas']"
206,"['verified', 'seat', 'horribly', 'narrow', 'thankfully', 'flight', 'quarter', 'full', 'able', 'stretch', 'food', 'beverage', 'service', 'good', 'great', 'proper', 'beer', 'cup', 'froth', 'overflows', 'cabin', 'crew', 'good', 'booked', 'ba', 'ticket', 'included', 'travel', 'qatar', 'airways', 'well']"
207,"['glasgow', 'london', 'delayed', 'hour', 'wife', 'accept', 'ba', 'flight', 'late', 'delayed', 'rarely', 'time', 'long', 'accept', 'won', '’', 't', 'disappointed', 'planning', 'ahead', 'there', '’', 's', 'high', 'risk', 'delays', 'connecting', 'another', 'airline', 'oneworld', 'it', '’', 's', 'extremely', 'risky']"
208,"['tried', 'check', 'online', 'offered', 'upgrade', 'premium', 'economy', '£', 'decided', 'take', 'website', 'wouldnt', 'allow', 'choose', 'seats', 'check', 'phoned', 'ba', 'happy', 'call', 'picked', 'quickly', 'told', 'changed', 'booking', 'check', 'airport', 'turned', 'three', 'hours', 'flight', 'told', 'two', 'adjacent', 'aisle', 'seats', 'economy', 'switched', 'middle', 'seats', 'row', 'four', 'premium', 'checkin', 'agent', 'helpful', 'couldnt', 'fix', 'suggested', 'try', 'ba', 'desk', 'airside', 'desk', 'understaffed', 'reach', 'front', 'line', 'told', 'try', 'boarding', 'gate', 'gate', 'finally', 'managed', 'get', 'one', 'aisle', 'seat', 'one', 'window', 'sitting', 'together', 'going', 'flight', 'surprisingly', 'good', 'decent', 'food', 'good', 'service', 'flew', 'back', 'economy', 'wasnt', 'bad', 'either', 'flight', 'attendants', 'friendly', 'enthusiastic', 'emma', 'daniel', 'looked', 'us', 'could', 'better', 'ive', 'obviously', 'learned', 'lesson', 'late', 'ba', 'upgrades', 'everything', 'else', 'good']"
209,"['flew', 'prague', 'lhr', 'excellent', 'service', 'attentive', 'staff', 'first', 'drink', 'service', 'meal', 'service', 'choice', 'three', 'meals', 'later', 'second', 'drink', 'service', 'reality', 'excellent', 'flight', 'couple', 'days', 'later', 'flew', 'back', 'lhr', 'prague', 'boarding', 'lhr', 't', 'total', 'chaos', 'onboard', 'service', 'can', 'not', 'really', 'called', 'service', 'curtain', 'business', 'economy', 'class', 'later', 'caused', 'people', 'endlessly', 'passing', 'get', 'toilet', 'meal', 'service', 'could', 'get', 'unprofessional', 'rows', 'took', 'two', 'guys', 'nearly', 'mins', 'serve', 'constantly', 'interrupted', 'people', 'passing', 'toilets', 'time', 'yet', 'don´t', 'know', 'meal', 'choice', 'one', 'bothers', 'talking', 'served', 'afternoon', 'tea', 'consisting', 'three', 'canapeslike', 'bites', 'drink', 'would', 'bother', 'serving', 'also', 'scone', 'hardly', 'mins', 'plates', 'taken', 'away', 'asked', 'scone', 'came', 'surprise', 'served', 'coordination', 'crew', 'crew', 'busy', 'chatting', 'galley', 'reality', 'service', 'could', 'get', 'worse', 'one', 'must', 'ask', 'pay', 'premium', 'price']"
210,"['disappointing', 'especially', 'business', 'service', 'ancient', 'one', 'world', 'lounges', 'catastrophe', 'heathrow', 'business', 'class', 'seat', 'similar', 'economy', 'electronics', 'poor', 'onboard']"
211,"['outbound', 'return', 'flights', 'offered', 'decent', 'meal', 'received', 'tiny', 'bag', 'chips', 'small', 'bottle', 'water', 'outraged', 'us', 'return', 'flight', 'couldnt', 'even', 'order', 'food', 'drink', 'card', 'reader', 'didnt', 'function', 'first', 'last', 'time', 'well', 'fly', 'ba']"
212,"['flying', 'warsaw', 'one', 'day', 'meetings', 'would', 'flying', 'back', 'miami', 'next', 'day', 'initially', 'flight', 'delayed', 'denver', 'hours', 'knew', 'would', 'miss', 'connection', 'warsaw', 'denver', 'heathrow', 'flight', 'terrible', 'plane', 'dirty', 'economy', 'usually', 'fly', 'business', 'premium', 'economy', 'flight', 'availability', 'plane', 'full', 'service', 'good', 'food', 'inedible', 'seats', 'cramped', 'although', 'middle', 'seat', 'open', 'made', 'tolerable', 'arrived', 'heathrow', 'complete', 'circus', 'passengers', 'everywhere', 'trying', 'rebook', 'missed', 'connections', 'flight', 'multiple', 'flights', 'missed', 'connections', 'waiting', 'line', 'hour', 'finally', 'rebooked', 'another', 'ba', 'flight', 'warsaw', 'plane', 'smallest', 'x', 'plane', 'seen', 'packed', 'like', 'sardines', 'bag', 'never', 'showed', 'cancel', 'meeting', 'bag', 'fly', 'back', 'miami', 'ba', 'shown', 'desire', 'help', 'give', 'standard', 'answers', 'hopefully', 'bag', 'show', 'miami', 'point', 'retrieve', 'mean', 'bag', 'sitting', 'heathrow', 'somewhere', 'different', 'fight', 'options', 'get', 'warsaw', 'yet', 'ba', 'unwilling', 'anything', 'expedite', 'getting', 'bag', 'warsaw', 'leave', 'miami', 'next', 'day']"
213,"['booked', 'ba', 'holiday', 'marrakech', 'posting', 'negative', 'review', 'regarding', 'double', 'tier', 'points', 'credit', 'confirm', 'points', 'credited', 'took', 'ba', 'eventually', 'make', 'good', 'promise', 'thank', 'based', 'things', 'resolved', 'travelled', 'ba', 'since', 'booked', 'travel', 'south', 'africa', 'first', 'class', 'nd', 'january', 'looking', 'forward', 'new', 'ba', 'concorde', 'lounge', 'keep', 'ba', 'loyalty', 'indeed', 'way', 'street']"
214,"['extremely', 'subpar', 'service', 'highlights', 'online', 'meal', 'selection', 'staff', 'pretty', 'much', 'dropped', 'whatever', 'meal', 'rude', 'passenger', 'wanted', 'changed', 'last', 'meal', 'delayed', 'last', 'minutes', 'flight', 'plates', 'literally', 'grabbed', 'away', 'hand', 'unfinished', 'plate', 'staff', 'dropped', 'apology', 'offer', 'napkin', 'scrounge', 'piece', 'paper', 'clean', 'jacket', 'none', 'passengers', 'told', 'straighten', 'seats', 'meal', 'seat', 'tilted', 'could', 'barely', 'keep', 'plate', 'tray', 'without', 'things', 'slipping', 'staff', 'walked', 'water', 'biscuits', 'got', 'exhausted', 'got', 'looked', 'walked', 'away', 'nothing', 'offered']"
215,"['virtually', 'gave', 'british', 'airways', 'three', 'years', 'ago', 'writing', 'avios', 'opting', 'airlines', 'return', 'flights', 'heathrow', 'lisbon', 'week', 'good', 'aircraft', 'pretty', 'much', 'full', 'service', 'excellent', 'food', 'surprisingly', 'good', 'particular', 'shoutout', 'flight', 'attendant', 'called', 'jo', 'teams', 'back', 'enthusiastic', 'attentive', 'im', 'going', 'start', 'spending', 'avios']"
216,"['pleasantly', 'surprised', 'airline', 'could', 'maintain', 'steady', 'schedule', 'little', 'delay', 'considering', 'time', 'year', 'weather', 'flight', 'montreal', 'return', 'flight', 'scotland', 'originally', 'booked', 'fly', 'toronto', 'airline', 'helped', 'cancel', 'rebooked', 'cheaper', 'flight', 'inflight', 'service', 'pretty', 'decent', 'andthey', 'offer', 'blanket', 'pillow', 'well', 'walk', 'cabin', 'offering', 'drinks', 'handing', 'small', 'snack', 'prior', 'leading', 'meal', 'service', 'food', 'typical', 'air', 'plane', 'food', 'thoroughly', 'enjoyed', 'flight', 'issues', 'flights']"
217,"['british', 'airways', 'late', 'website', 'atrocious', 'wouldnt', 'let', 'checkin', 'hours', 'flight', 'trying', 'hours', 'check', 'website', 'andor', 'find', 'real', 'person', 'speak', 'customer', 'service', 'thick', 'accent', 'didnt', 'think', 'speaking', 'english']"
218,"['flew', 'amman', 'london', 'nov', 'sure', 'type', 'aircraft', 'ticket', 'economy', 'plus', 'flight', 'hm', 'received', 'exactly', 'ml', 'water', 'potato', 'chips', 'seats', 'recline', 'entertainment', 'system', 'food', 'drink', 'purchased', 'couldnt', 'even', 'get', 'warm', 'cup', 'coffee', 'teas', 'third', 'time', 'flown', 'ba', 'recently', 'unhappy', 'time', 'write', 'review', 'honestly', 'never', 'fly', 'help']"
219,"['worst', 'experience', 'ever', 'airline', 'flew', 'british', 'airline', 'august', 'st', 'one', 'checked', 'bag', 'lost', 'heathrow', 'airport', 'aware', 'time', 'system', 'error', 'baggage', 'belt', 'many', 'travelers', 'affected', 'filed', 'report', 'missing', 'bag', 'day', 'arrived', 'lax', 'airport', 'august', 'st', 'waited', 'patiently', 'three', 'weeks', 'time', 'frame', 'either', 'find', 'bag', 'eligible', 'compensation', 'receive', 'update', 'lost', 'bag', 'filed', 'claim', 'compensation', 'september', 'th', 'since', 'waiting', 'response', 'customer', 'relation', 'good', 'signs', 'resolving', 'issue', 'emailed', 'tried', 'update', 'claim', 'still', 'response', 'today', 'contacted', 'baggage', 'team', 'helpful', 'ease', 'prolonged', 'waiting', 'way', 'contact', 'customer', 'relations', 'via', 'website', 'theyre', 'even', 'getting', 'back', 'every', 'time', 'talk', 'customer', 'service', 'agent', 'tell', 'wait', 'waiting', 'almost', 'three', 'months', 'issue', 'resolved', 'yet', 'whole', 'experience', 'hassle', 'unprofessional', 'renowned', 'airline', 'like', 'ba']"
220,"['flying', 'lhr', 't', 'cpt', 'november', 'ba', 'app', 'website', 'working', 'properly', 'would', 'load', 'ticket', 'lhr', 't', 'smooth', 'calm', 'checking', 'process', 'quick', 'boarding', 'card', 'would', 'scan', 'security', 'gave', 'one', 'someone', 'else', 'different', 'destination', 'ran', 'back', 'checkin', 'get', 'correct', 'one', 'bags', 'also', 'tagged', 'incorrectly', 'disappeared', 'someone', 'ran', 'find', 'bags', 'depths', 't', 'retag', 'amazingly', 'show', 'cape', 'town', 'told', 'main', 'lounge', 'open', 'b', 'c', 'pier', 'lounges', 'turns', 'false', 'information', 'b', 'pier', 'lounge', 'open', 'main', 'lounge', 'overcrowded', 'worn', 'arrived', 'late', 'gate', 'train', 'working', 'biz', 'class', 'lane', 'quick', 'giant', 'queue', 'get', 'plane', 'one', 'airbridge', 'two', 'seat', 'comfy', 'cabin', 'clean', 'sinks', 'taped', 'waste', 'working', 'offered', 'hand', 'sanitiser', 'instead', 'disgusting', 'imagine', 'going', 'bathroom', 'able', 'wash', 'hands', 'sink', 'unbelievable', 'ba', 'dispatches', 'planes', 'condition', 'food', 'average', 'wine', 'served', 'way', 'late', 'choice', 'wine', 'cold', 'food', 'eat', 'food', 'first', 'matching', 'wines', 'come', 'quarter', 'hour', 'later', 'overall', 'experience', 'flew', 'air', 'france', 'fortalaza', 'cdg', 'lhr', 'two', 'weeks', 'earlier', 'way', 'better', 'embarrassing', 'ba']"
221,"['verified', 'worst', 'experience', 'ever', 'outbound', 'flight', 'cancelled', 'notified', 'rebooked', 'uncomfortable', 'trip', 'inbound', 'flight', 'delayed', 'hour', 'also', 'notified', 'top', 'boarded', 'hand', 'luggage', 'bag', 'extra', 'wait', 'milan', 'food', 'horrible']"
222,"['check', 'shambles', 'bwi', 'counters', 'open', 'full', 'flight', 'bag', 'drop', 'queue', 'even', 'longer', 'regular', 'checkin', 'queue', 'boarding', 'done', 'zones', 'carried', 'reasonably', 'well', 'board', 'fas', 'fine', 'engaging', 'outbound', 'flight', 'iad', 'aircraft', 'cramped', 'seats', 'economy', 'horrible', 'seated', 'aisle', 'seat', 'row', 'f', 'entertainment', 'box', 'taking', 'third', 'legroom', 'overall', 'cramped', 'seat', 'poor', 'legroom', 'awful', 'ife', 'screens', 'meal', 'mediocre', 'bar', 'service', 'meal', 'time', 'lading', 'served', 'hot', 'sandwich', 'oozing', 'cheese', 'wrapper', 'pleasant', 'handle', 'tasted', 'good', 'plane', 'landed', 'remote', 'stand', 'meant', 'bussed', 't', 'since', 'raining', 'nice', 'experience', 'overall', 'rate', 'mediocre', 'journey']"
223,"['beyond', 'disgusted', 'fact', 'baggage', 'yet', 'delivered', 'weeks', 'emails', 'calls', 'ba', 'two', 'pieces', 'reported', 'th', 'september', 'ba', 'responses', 'generic', 'non', 'specific', 'attempts', 'speak', 'customer', 'service', 'worker', 'obstructed', 'airline', 'touting', 'values', 'claiming', 'yo', 'one', 'best', 'world', 'disgraceful', 'fully', 'describe', 'customer', 'service']"
224,"['july', 'th', 'submitted', 'complaint', 'form', 'regards', 'fact', 'ba', 'misplaced', 'luggage', 'wedding', 'trip', 'italy', 'weve', 'lost', 'days', 'incurred', 'additional', 'expenses', 'retrieving', 'provided', 'copy', 'receipts', 'requested', 'expenses', 'reimbursed', 'agreed', 'sent', 'requested', 'information', 'told', 'weeks', 'receiving', 'months', 'later', 'british', 'airways', 'processed', 'reimbursements', 'stopped', 'answering', 'followups', 'matter']"
